Name,Class,Reg. No,Age
Charlie,II M.Tech,41472,20
Alice,I M.Sc(M),84725,26
Charlie,I M.Sc(M),6576,24
David,I M.Tech,17089,28
Alice,II M.Tech,92514,26
David,II M.Tech,14933,25
Alice,II M.Sc(M),22805,30
Alice,II M.Sc(M),14181,30
Eva,I M.Tech,26790,25
Alice,II M.Sc(M),55444,27
Charlie,II M.Tech,98766,24
Charlie,II M.Sc(M),53310,21
Alice,I M.Sc(M),89182,30
David,B.Sc(Hons),74216,26
Alice,I M.Tech,13539,30
Alice,II M.Sc(M),19299,25
David,II M.Sc(M),81937,27
Charlie,I M.Sc(M),7088,21
David,II M.Tech,31465,25
Charlie,I M.Sc(M),70172,28
Bob,B.Sc(Hons),59183,25
Alice,II M.Sc(M),36831,26
Bob,I M.Sc(M),5731,26
Charlie,II M.Tech,23380,25
Bob,B.Sc(Hons),81649,22
Eva,I M.Tech,92912,27
Alice,I M.Tech,66346,20
Charlie,B.Sc(Hons),11714,27
Eva,II M.Tech,27555,25
Alice,II M.Sc(M),48960,27
Bob,B.Sc(Hons),15491,25
Alice,B.Sc(Hons),54283,20
Charlie,B.Sc(Hons),99393,25
Alice,I M.Sc(M),2112,22
Alice,II M.Tech,47162,25
Alice,B.Sc(Hons),99785,23
David,II M.Sc(M),15406,26
Eva,II M.Tech,40400,25
Charlie,II M.Sc(M),92177,25
David,II M.Tech,31737,23
Eva,II M.Sc(M),32488,24
David,I M.Sc(M),91974,25
Eva,I M.Sc(M),43265,26
Charlie,I M.Sc(M),63691,20
Eva,B.Sc(Hons),46440,29
Bob,I M.Sc(M),20154,24
Alice,II M.Sc(M),35446,24
Bob,II M.Sc(M),14383,20
David,II M.Tech,60182,30
Bob,I M.Tech,82878,23
Eva,I M.Tech,27641,20
Bob,I M.Sc(M),63327,27
Eva,I M.Tech,78205,24
David,B.Sc(Hons),12617,24
Bob,II M.Tech,30865,25
David,II M.Sc(M),11005,21
Charlie,II M.Sc(M),47723,23
Charlie,II M.Sc(M),29220,21
Alice,II M.Sc(M),32745,22
Alice,B.Sc(Hons),50872,23
Alice,I M.Tech,97121,24
Bob,I M.Sc(M),73373,26
Eva,II M.Sc(M),81625,20
David,B.Sc(Hons),21479,20
Bob,I M.Sc(M),82853,22
Bob,II M.Sc(M),96021,29
Charlie,I M.Tech,6795,30
Alice,I M.Tech,59603,29
Charlie,II M.Tech,38463,26
David,I M.Tech,16123,29
David,II M.Tech,36385,27
David,I M.Tech,35861,30
Bob,B.Sc(Hons),58883,21
Alice,I M.Tech,69240,27
David,II M.Sc(M),7073,27
Bob,B.Sc(Hons),82537,30
Eva,II M.Tech,79720,25
Alice,B.Sc(Hons),10001,22
Charlie,B.Sc(Hons),67556,20
Bob,II M.Sc(M),6938,23
Alice,I M.Tech,84445,21
Bob,B.Sc(Hons),65947,28
Charlie,B.Sc(Hons),35305,23
David,I M.Sc(M),68769,25
David,I M.Sc(M),15654,20
Alice,II M.Tech,82895,29
Eva,I M.Tech,71975,23
David,II M.Sc(M),53159,25
Eva,II M.Tech,10811,30
Alice,I M.Sc(M),92522,26
David,II M.Tech,64012,21
Eva,II M.Sc(M),25673,26
Charlie,II M.Sc(M),89393,26
Charlie,II M.Tech,83295,23
Alice,II M.Sc(M),22420,25
Bob,B.Sc(Hons),84411,20
Eva,B.Sc(Hons),41921,28
Alice,II M.Tech,64657,20
Bob,I M.Sc(M),35679,25
Alice,I M.Sc(M),42875,29
Bob,B.Sc(Hons),48494,22
Alice,I M.Tech,70012,23
Alice,I M.Tech,99981,22
David,II M.Tech,70841,30
Charlie,I M.Tech,49480,23
Alice,II M.Sc(M),51924,26
Eva,B.Sc(Hons),74296,23
Charlie,II M.Tech,73329,26
Bob,II M.Tech,55756,23
Charlie,II M.Tech,35085,30
Charlie,I M.Sc(M),96781,23
Bob,I M.Tech,13490,23
Charlie,I M.Tech,37639,25
Eva,I M.Tech,75654,22
Alice,I M.Sc(M),70856,28
Bob,II M.Sc(M),42851,25
David,I M.Tech,11778,30
Charlie,I M.Tech,89877,28
Alice,I M.Sc(M),95848,24
David,II M.Tech,51936,20
Alice,B.Sc(Hons),97236,30
Charlie,II M.Tech,53982,26
Bob,B.Sc(Hons),16094,23
Bob,I M.Sc(M),14093,30
Alice,II M.Sc(M),22717,30
Charlie,II M.Sc(M),96859,28
Eva,I M.Sc(M),81295,30
Eva,II M.Tech,66183,26
Bob,I M.Tech,17347,27
Bob,II M.Tech,21294,21
Charlie,B.Sc(Hons),70536,24
David,I M.Sc(M),63907,30
David,I M.Sc(M),69163,26
Alice,II M.Sc(M),10778,26
Bob,I M.Tech,21932,26
Charlie,B.Sc(Hons),63444,20
Bob,I M.Sc(M),60023,30
Bob,I M.Tech,25712,20
David,B.Sc(Hons),16628,27
Eva,I M.Tech,77273,25
Bob,II M.Tech,67630,30
Eva,I M.Sc(M),29317,29
David,I M.Tech,56022,22
David,II M.Sc(M),59878,21
Eva,II M.Tech,18756,28
Alice,I M.Sc(M),8569,30
David,II M.Sc(M),76315,22
Charlie,I M.Sc(M),93903,30
Alice,II M.Sc(M),76457,20
Charlie,II M.Tech,61492,25
Alice,II M.Sc(M),43123,24
Bob,II M.Tech,8562,26
David,II M.Tech,5934,30
Bob,II M.Sc(M),35845,27
Bob,I M.Sc(M),29458,28
Charlie,B.Sc(Hons),3531,23
Charlie,I M.Sc(M),63461,26
Charlie,II M.Sc(M),18045,29
David,II M.Sc(M),30982,20
Bob,II M.Tech,39223,24
Eva,B.Sc(Hons),53062,30
Charlie,I M.Sc(M),89629,24
Bob,II M.Tech,14965,28
David,B.Sc(Hons),95343,29
Eva,B.Sc(Hons),50432,29
David,II M.Tech,92735,29
Bob,I M.Sc(M),4895,26
Eva,B.Sc(Hons),24671,20
Charlie,I M.Tech,97488,26
Charlie,II M.Tech,74584,30
Bob,II M.Tech,78490,21
Alice,B.Sc(Hons),31670,25
David,B.Sc(Hons),28965,29
Eva,I M.Sc(M),78096,20
David,II M.Sc(M),3837,25
Charlie,II M.Tech,16239,20
Eva,I M.Sc(M),30087,25
Charlie,I M.Tech,62479,21
Alice,II M.Tech,41822,29
Charlie,B.Sc(Hons),22960,27
David,I M.Tech,31628,28
Charlie,I M.Tech,91350,25
Bob,II M.Sc(M),85769,28
Eva,II M.Sc(M),89008,30
David,I M.Tech,444,21
Charlie,II M.Tech,25621,27
David,II M.Tech,53729,29
Eva,I M.Sc(M),59561,24
Bob,I M.Tech,46238,29
David,I M.Sc(M),90326,25
Bob,II M.Sc(M),95329,27
Eva,II M.Tech,83688,20
Alice,I M.Tech,22905,26
Charlie,II M.Tech,40332,27
Charlie,I M.Sc(M),87978,27
Bob,II M.Sc(M),91879,30
Bob,B.Sc(Hons),28755,30
Eva,II M.Sc(M),27010,22
Eva,I M.Tech,14813,22
Eva,II M.Tech,92706,20
Eva,II M.Sc(M),19397,26
Bob,II M.Sc(M),85819,24
Eva,II M.Tech,60294,23
Eva,I M.Tech,80787,25
Bob,I M.Tech,44529,29
Alice,II M.Tech,35797,20
David,II M.Tech,26194,24
Bob,I M.Sc(M),84066,27
David,B.Sc(Hons),16508,30
David,II M.Sc(M),34182,24
Bob,II M.Sc(M),77577,27
Charlie,I M.Tech,38308,29
Alice,II M.Sc(M),46222,22
David,B.Sc(Hons),13814,20
Charlie,II M.Sc(M),63571,22
Alice,II M.Tech,6440,27
Charlie,I M.Tech,9902,27
David,I M.Tech,85391,30
Charlie,B.Sc(Hons),81338,30
David,I M.Sc(M),25003,30
Charlie,I M.Sc(M),46206,20
Alice,II M.Sc(M),24091,21
David,II M.Tech,74459,27
Charlie,II M.Sc(M),92290,27
Alice,II M.Tech,58131,28
Charlie,B.Sc(Hons),17500,24
David,B.Sc(Hons),73269,22
David,I M.Sc(M),22576,28
Bob,II M.Tech,25872,24
Charlie,I M.Tech,4400,26
David,I M.Sc(M),78658,24
Charlie,I M.Sc(M),54875,24
Eva,I M.Sc(M),3900,25
David,II M.Tech,85330,20
Alice,I M.Tech,32057,29
Alice,II M.Tech,60525,23
Alice,I M.Tech,59867,23
Alice,I M.Tech,44033,25
David,B.Sc(Hons),85054,20
Bob,II M.Tech,13576,26
Bob,I M.Tech,24232,30
Bob,I M.Tech,63721,29
Alice,I M.Tech,53936,20
David,II M.Tech,24685,26
Bob,I M.Sc(M),50106,29
Alice,I M.Tech,63749,20
Eva,II M.Sc(M),86183,27
Bob,B.Sc(Hons),69232,26
David,II M.Tech,62985,28
Eva,B.Sc(Hons),48378,27
David,II M.Sc(M),14127,28
Bob,I M.Tech,46722,25
Eva,I M.Sc(M),68202,24
Eva,II M.Sc(M),57033,21
Charlie,B.Sc(Hons),22005,22
Charlie,I M.Tech,73269,28
David,I M.Tech,70004,29
Alice,I M.Sc(M),81947,21
David,I M.Sc(M),71877,24
Alice,II M.Sc(M),41761,22
Alice,I M.Sc(M),86175,27
David,II M.Sc(M),35055,26
Eva,I M.Tech,77289,29
Alice,B.Sc(Hons),59525,22
Eva,I M.Tech,7132,22
Charlie,B.Sc(Hons),11580,29
Charlie,B.Sc(Hons),88195,20
Eva,II M.Sc(M),16033,25
David,II M.Tech,89956,26
Bob,II M.Tech,53269,28
Alice,II M.Tech,86418,30
Eva,II M.Tech,70555,28
Charlie,I M.Tech,82052,22
Alice,II M.Sc(M),25435,29
Charlie,II M.Sc(M),42274,23
Alice,I M.Tech,67174,21
Alice,I M.Tech,48800,25
Bob,I M.Tech,9640,30
Charlie,II M.Tech,38533,21
David,B.Sc(Hons),18850,22
Charlie,II M.Tech,71293,22
Bob,B.Sc(Hons),83695,22
David,I M.Tech,44174,24
Bob,I M.Tech,41003,28
Charlie,I M.Tech,87951,20
Charlie,II M.Sc(M),74838,25
Eva,II M.Tech,1368,20
Alice,II M.Tech,59348,21
Eva,II M.Sc(M),59694,25
Bob,B.Sc(Hons),44391,22
Charlie,B.Sc(Hons),47332,24
Charlie,B.Sc(Hons),36326,25
David,B.Sc(Hons),71370,28
Bob,B.Sc(Hons),5026,21
Charlie,II M.Tech,39070,30
Alice,II M.Tech,55585,30
Eva,I M.Tech,75248,30
Charlie,I M.Sc(M),68530,20
Bob,I M.Sc(M),54388,25
Eva,B.Sc(Hons),68769,25
Bob,I M.Sc(M),86434,29
Alice,II M.Tech,23475,27
David,II M.Tech,441,20
Eva,I M.Tech,84807,29
Bob,II M.Tech,29000,29
Alice,I M.Sc(M),65452,27
Charlie,I M.Tech,75303,20
David,B.Sc(Hons),38020,29
Eva,I M.Sc(M),30680,24
Charlie,II M.Tech,44431,29
Charlie,B.Sc(Hons),13953,28
Charlie,B.Sc(Hons),60254,23
Charlie,II M.Tech,94384,30
Eva,B.Sc(Hons),13137,24
Charlie,II M.Tech,48864,26
Alice,II M.Sc(M),2738,27
David,II M.Sc(M),10117,25
David,I M.Sc(M),64823,26
Charlie,I M.Tech,69677,21
David,I M.Sc(M),68750,27
Charlie,II M.Sc(M),7180,22
David,II M.Tech,88532,25
Bob,II M.Tech,47227,27
David,B.Sc(Hons),30328,26
Alice,II M.Sc(M),42415,27
Charlie,I M.Sc(M),33566,29
David,B.Sc(Hons),50337,20
Charlie,I M.Tech,11177,28
Bob,B.Sc(Hons),84172,20
Charlie,B.Sc(Hons),44114,24
David,B.Sc(Hons),59989,23
David,II M.Sc(M),89545,21
Eva,II M.Tech,83867,29
David,II M.Tech,14655,24
David,I M.Sc(M),33608,24
Eva,II M.Sc(M),50701,28
Charlie,II M.Sc(M),2333,27
Charlie,I M.Sc(M),99482,28
David,I M.Sc(M),67702,22
Charlie,I M.Tech,38126,20
Charlie,II M.Sc(M),50612,20
Bob,I M.Tech,98417,30
Eva,I M.Sc(M),12848,27
Alice,II M.Sc(M),17393,29
Eva,II M.Tech,16420,28
Bob,B.Sc(Hons),17876,24
David,II M.Sc(M),78461,23
Bob,II M.Sc(M),53197,26
Eva,II M.Tech,2771,20
David,I M.Tech,8161,24
Charlie,B.Sc(Hons),65135,23
Eva,I M.Tech,18282,21
Alice,II M.Tech,50055,23
Charlie,B.Sc(Hons),48801,27
Eva,I M.Tech,76837,22
Eva,II M.Sc(M),63384,26
Alice,I M.Sc(M),33958,24
Charlie,I M.Tech,98583,29
David,I M.Tech,42273,30
Bob,II M.Tech,59930,30
Bob,II M.Tech,44898,24
Eva,II M.Sc(M),56448,30
Charlie,II M.Sc(M),51628,21
Eva,B.Sc(Hons),72329,21
Eva,II M.Tech,25029,21
Alice,I M.Sc(M),67283,22
Alice,B.Sc(Hons),31235,23
Eva,I M.Sc(M),28446,24
Eva,II M.Tech,96283,20
Bob,II M.Tech,19216,24
Charlie,I M.Sc(M),21012,29
Eva,II M.Sc(M),41914,29
David,I M.Sc(M),95198,23
Bob,II M.Sc(M),88128,23
Charlie,II M.Sc(M),20390,23
Bob,II M.Tech,70345,25
Charlie,II M.Sc(M),17936,28
David,I M.Tech,24169,20
Charlie,II M.Sc(M),95745,20
David,II M.Sc(M),28994,20
David,II M.Tech,24357,22
Bob,II M.Tech,10679,25
David,II M.Tech,97730,25
Eva,I M.Tech,80226,27
Bob,II M.Sc(M),68301,26
Alice,II M.Sc(M),64526,23
Bob,I M.Sc(M),67874,25
Bob,II M.Tech,37215,20
Eva,II M.Tech,43017,25
Bob,II M.Tech,683,25
Alice,II M.Tech,8109,26
David,B.Sc(Hons),37187,28
David,II M.Tech,74325,21
Alice,I M.Sc(M),65573,29
Bob,II M.Sc(M),72355,25
David,II M.Sc(M),62727,28
Charlie,B.Sc(Hons),38249,21
Eva,B.Sc(Hons),37393,20
Eva,I M.Tech,94218,26
Eva,II M.Tech,16154,30
Bob,I M.Tech,18944,22
Eva,I M.Tech,83394,23
Eva,I M.Tech,13181,29
Alice,I M.Tech,56430,21
Eva,I M.Tech,32706,21
Bob,II M.Sc(M),9015,20
Eva,I M.Sc(M),74105,21
Eva,I M.Tech,55376,27
Bob,B.Sc(Hons),21398,30
Alice,B.Sc(Hons),68097,28
Charlie,I M.Sc(M),19015,24
Alice,I M.Tech,23119,23
Bob,I M.Tech,2722,21
Alice,II M.Tech,90961,22
Alice,I M.Sc(M),16350,26
Bob,II M.Tech,26505,26
Bob,I M.Tech,80699,26
Charlie,I M.Tech,64419,28
Alice,I M.Sc(M),31886,20
Eva,II M.Tech,27746,22
David,I M.Tech,34503,28
Bob,II M.Sc(M),81891,25
David,B.Sc(Hons),34578,30
Alice,I M.Tech,70892,28
Alice,II M.Sc(M),45115,23
Charlie,II M.Tech,39874,29
David,I M.Sc(M),68508,21
Charlie,I M.Sc(M),694,29
David,B.Sc(Hons),55950,27
Eva,II M.Sc(M),59411,21
David,II M.Tech,47826,27
Alice,II M.Tech,68730,29
David,II M.Tech,44296,27
Charlie,I M.Tech,55277,27
David,II M.Sc(M),45406,30
Bob,I M.Tech,10775,21
Bob,II M.Tech,60721,21
Alice,I M.Tech,4540,29
David,B.Sc(Hons),83520,28
Charlie,B.Sc(Hons),6211,20
Alice,II M.Sc(M),80583,24
Bob,B.Sc(Hons),61058,24
Charlie,I M.Tech,81948,26
Bob,II M.Sc(M),31952,21
Alice,B.Sc(Hons),79693,20
David,B.Sc(Hons),31360,23
Bob,I M.Sc(M),57549,24
Alice,I M.Tech,27533,29
Charlie,I M.Tech,85046,23
Eva,I M.Tech,89658,21
Alice,B.Sc(Hons),70963,26
Charlie,B.Sc(Hons),35777,23
Eva,II M.Sc(M),98816,29
Charlie,I M.Sc(M),82940,28
Alice,II M.Tech,61061,27
Charlie,II M.Tech,185,20
David,II M.Tech,11972,24
David,II M.Sc(M),98917,25
Alice,I M.Sc(M),37774,26
Alice,I M.Tech,69236,20
Bob,II M.Tech,47434,29
Eva,II M.Tech,98855,27
Eva,I M.Tech,16506,30
David,I M.Tech,1016,20
Bob,II M.Tech,13653,25
Eva,II M.Sc(M),51763,26
Bob,II M.Sc(M),89726,29
Bob,II M.Sc(M),8463,22
Charlie,II M.Tech,62805,26
David,II M.Sc(M),817,29
David,I M.Sc(M),31443,26
Charlie,I M.Tech,36489,22
Eva,II M.Tech,84183,28
Charlie,B.Sc(Hons),85594,24
Eva,II M.Sc(M),80727,23
Charlie,II M.Tech,51725,26
Charlie,I M.Tech,59019,29
David,II M.Tech,18926,25
Charlie,I M.Sc(M),30262,28
Bob,II M.Sc(M),16597,20
Charlie,I M.Tech,36951,29
Eva,B.Sc(Hons),95980,28
David,I M.Sc(M),16143,26
Alice,B.Sc(Hons),57123,20
Bob,II M.Tech,88452,28
Alice,II M.Tech,6565,27
Charlie,II M.Sc(M),31259,29
David,I M.Tech,94770,24
Charlie,I M.Sc(M),30411,25
Charlie,I M.Tech,46162,29
Bob,I M.Tech,67138,22
Bob,B.Sc(Hons),41249,28
Charlie,II M.Sc(M),19815,23
Alice,I M.Tech,32766,27
Charlie,I M.Tech,61587,20
Alice,B.Sc(Hons),75601,24
Alice,I M.Sc(M),67461,27
Alice,I M.Tech,33689,24
Bob,II M.Tech,4778,27
Charlie,B.Sc(Hons),10115,20
Bob,I M.Sc(M),98103,23
Alice,I M.Sc(M),58103,27
David,I M.Tech,73398,27
Alice,II M.Sc(M),39069,20
Bob,I M.Tech,24961,29
Eva,II M.Sc(M),91962,21
Charlie,B.Sc(Hons),16293,29
Charlie,B.Sc(Hons),18795,27
Charlie,I M.Sc(M),57688,22
Charlie,II M.Tech,30124,22
Bob,I M.Tech,33486,24
Bob,II M.Tech,95449,27
Bob,B.Sc(Hons),69833,30
Eva,I M.Sc(M),83502,27
Charlie,II M.Sc(M),4420,22
Eva,I M.Tech,13073,30
Alice,II M.Tech,57991,23
Eva,II M.Sc(M),81544,30
Charlie,I M.Tech,83436,29
David,I M.Sc(M),31549,29
Alice,I M.Sc(M),51946,20
Alice,I M.Sc(M),58986,28
Eva,II M.Tech,49854,27
Bob,II M.Tech,10615,24
Charlie,I M.Tech,57539,24
Charlie,II M.Tech,98291,30
Charlie,B.Sc(Hons),35855,23
Eva,II M.Sc(M),74873,22
Bob,B.Sc(Hons),66976,21
David,I M.Sc(M),64290,29
Eva,I M.Tech,38829,21
Eva,II M.Tech,54736,27
Eva,I M.Tech,67359,28
Charlie,II M.Sc(M),49998,23
Bob,I M.Sc(M),32164,23
Alice,I M.Sc(M),59143,20
Bob,B.Sc(Hons),10104,21
Charlie,I M.Sc(M),89838,23
Bob,B.Sc(Hons),86044,22
David,I M.Sc(M),50680,28
Bob,I M.Tech,22784,30
Charlie,I M.Sc(M),40657,28
Alice,II M.Sc(M),23392,25
David,I M.Sc(M),78466,25
David,I M.Sc(M),45245,25
Charlie,II M.Tech,67730,22
David,II M.Sc(M),72584,21
Bob,B.Sc(Hons),27269,22
Charlie,II M.Sc(M),4838,25
David,II M.Tech,67922,22
David,I M.Sc(M),33167,30
Bob,II M.Tech,20731,25
Charlie,II M.Tech,98297,24
Bob,I M.Tech,25518,24
Alice,I M.Tech,67969,30
Charlie,II M.Tech,45781,28
Charlie,II M.Sc(M),3100,20
Eva,B.Sc(Hons),4192,28
Charlie,I M.Tech,79318,30
Alice,B.Sc(Hons),57739,27
Charlie,II M.Sc(M),94970,30
Alice,B.Sc(Hons),92765,26
Alice,B.Sc(Hons),76608,27
David,B.Sc(Hons),24791,30
Charlie,I M.Tech,17515,29
Eva,II M.Sc(M),94718,24
Charlie,II M.Sc(M),17422,22
Bob,II M.Sc(M),51585,23
Alice,B.Sc(Hons),61457,27
Charlie,II M.Tech,49022,29
Bob,B.Sc(Hons),54554,28
Eva,II M.Tech,28279,24
Eva,II M.Tech,408,22
David,I M.Sc(M),52155,26
Bob,I M.Sc(M),97303,30
Eva,II M.Tech,67158,23
Charlie,I M.Tech,1344,30
Bob,I M.Tech,78288,26
Eva,I M.Sc(M),67923,22
Eva,I M.Sc(M),725,23
David,I M.Tech,91599,25
David,I M.Sc(M),41286,23
Bob,I M.Sc(M),56848,21
Eva,II M.Tech,62255,28
Alice,II M.Tech,90273,25
Bob,B.Sc(Hons),27921,23
Bob,II M.Sc(M),51244,22
Eva,I M.Sc(M),87153,28
Charlie,I M.Tech,3302,28
Eva,I M.Sc(M),21386,27
Alice,I M.Sc(M),15726,21
Charlie,I M.Tech,62776,23
Alice,II M.Sc(M),19361,20
David,II M.Tech,92516,23
Eva,II M.Sc(M),49083,23
Charlie,I M.Sc(M),98577,29
Eva,I M.Tech,79253,27
Bob,B.Sc(Hons),65385,22
Alice,B.Sc(Hons),13566,24
Eva,II M.Tech,22976,24
Charlie,I M.Sc(M),70444,21
Bob,I M.Tech,22220,22
Eva,I M.Sc(M),30282,25
David,II M.Tech,46260,29
David,II M.Tech,10581,29
David,I M.Tech,60038,24
Eva,I M.Sc(M),56676,22
Bob,I M.Tech,38896,29
Charlie,I M.Tech,85613,22
Eva,II M.Tech,98846,20
Charlie,B.Sc(Hons),59675,23
Eva,II M.Sc(M),68494,25
Bob,II M.Sc(M),69209,29
Bob,II M.Tech,91254,25
Bob,II M.Sc(M),5525,21
Alice,I M.Sc(M),78625,24
Charlie,I M.Tech,12632,20
Bob,B.Sc(Hons),88590,23
Eva,II M.Tech,4240,30
Eva,I M.Sc(M),23508,30
Eva,II M.Sc(M),72364,20
David,I M.Tech,14674,20
Alice,II M.Sc(M),68560,24
Charlie,I M.Tech,58200,26
Bob,I M.Tech,51972,24
Eva,I M.Sc(M),27105,26
Eva,II M.Tech,49212,30
David,I M.Sc(M),19426,21
Eva,I M.Sc(M),27022,30
Bob,I M.Tech,65864,22
Eva,I M.Tech,30428,24
Eva,II M.Tech,68737,25
Alice,I M.Tech,53736,25
Eva,II M.Sc(M),65971,21
Charlie,I M.Tech,2594,26
Charlie,II M.Tech,37240,25
Bob,I M.Sc(M),58122,23
Eva,I M.Sc(M),59982,21
Charlie,B.Sc(Hons),22171,24
Eva,II M.Tech,28152,28
Charlie,I M.Tech,34409,22
Bob,B.Sc(Hons),21279,21
Charlie,B.Sc(Hons),67336,26
Charlie,I M.Sc(M),57075,21
Eva,I M.Sc(M),65620,26
Bob,II M.Sc(M),12476,25
Charlie,II M.Sc(M),70803,30
David,I M.Sc(M),53736,24
Eva,I M.Tech,1010,23
Eva,I M.Tech,30587,28
Eva,B.Sc(Hons),47642,30
Charlie,I M.Tech,42215,26
David,II M.Sc(M),42309,22
David,I M.Tech,64369,30
Bob,B.Sc(Hons),50806,20
Eva,II M.Tech,76105,22
David,II M.Sc(M),67588,30
Bob,II M.Tech,43933,24
Alice,B.Sc(Hons),97144,24
Eva,B.Sc(Hons),43947,24
Alice,B.Sc(Hons),9849,24
Alice,I M.Tech,85618,24
Eva,B.Sc(Hons),8696,21
David,II M.Sc(M),73193,21
Alice,II M.Sc(M),1437,28
David,I M.Sc(M),18860,25
Charlie,II M.Sc(M),11727,29
Eva,I M.Tech,64121,26
Eva,I M.Sc(M),14288,27
Charlie,I M.Tech,60355,26
David,II M.Sc(M),89900,20
Alice,II M.Tech,95017,23
Charlie,II M.Tech,36777,29
Alice,B.Sc(Hons),92337,22
Alice,I M.Tech,67987,30
Alice,I M.Sc(M),34342,30
David,II M.Sc(M),4799,27
Eva,I M.Tech,96395,26
Eva,I M.Sc(M),29758,26
Charlie,I M.Sc(M),83316,26
Charlie,II M.Sc(M),75687,25
David,B.Sc(Hons),33201,29
Bob,II M.Tech,87289,20
Alice,I M.Tech,12376,25
Charlie,B.Sc(Hons),46294,22
Charlie,II M.Sc(M),53456,24
Eva,I M.Tech,74210,22
Alice,II M.Sc(M),33963,29
Eva,B.Sc(Hons),55976,29
Eva,I M.Sc(M),60409,22
David,II M.Tech,62714,23
Bob,II M.Sc(M),4488,26
Bob,II M.Sc(M),93761,29
Alice,I M.Sc(M),79674,23
Alice,I M.Sc(M),66519,22
Charlie,II M.Tech,64317,25
Charlie,II M.Tech,15141,23
Bob,II M.Sc(M),91366,20
Eva,II M.Sc(M),57337,24
Alice,I M.Sc(M),29278,27
Alice,II M.Sc(M),10046,24
Bob,I M.Sc(M),95419,28
Alice,I M.Sc(M),26259,27
Alice,B.Sc(Hons),13173,21
Alice,II M.Tech,96396,26
Alice,II M.Tech,36715,27
Bob,B.Sc(Hons),4377,30
Alice,I M.Tech,35868,22
Eva,B.Sc(Hons),50843,23
David,II M.Sc(M),53328,22
Charlie,II M.Sc(M),66278,20
Charlie,II M.Sc(M),69177,24
David,I M.Tech,32647,30
Alice,I M.Sc(M),34337,30
Bob,B.Sc(Hons),62241,27
Bob,B.Sc(Hons),30928,26
Bob,II M.Tech,13562,28
Eva,II M.Tech,9438,22
David,B.Sc(Hons),21445,23
Eva,I M.Sc(M),8201,30
Charlie,B.Sc(Hons),98991,25
Charlie,I M.Sc(M),37411,25
Alice,II M.Sc(M),37387,23
Alice,I M.Tech,64121,21
Eva,I M.Tech,34532,30
David,II M.Sc(M),81525,23
David,B.Sc(Hons),22524,26
Eva,B.Sc(Hons),7061,24
Charlie,I M.Tech,49373,24
David,I M.Sc(M),37331,20
Bob,I M.Sc(M),34767,25
David,II M.Tech,71024,20
Bob,II M.Tech,35323,29
Eva,II M.Sc(M),55373,23
Bob,II M.Tech,33542,27
Charlie,II M.Tech,45156,27
Charlie,II M.Sc(M),99508,20
David,I M.Sc(M),34811,22
Charlie,B.Sc(Hons),36820,25
Bob,I M.Sc(M),83758,20
Charlie,I M.Tech,82416,20
Charlie,B.Sc(Hons),97486,26
David,II M.Sc(M),9241,25
Alice,I M.Tech,27712,27
Eva,II M.Sc(M),86702,20
Charlie,I M.Tech,68464,22
Bob,I M.Tech,34034,30
David,I M.Tech,72084,24
Alice,II M.Sc(M),19072,30
Bob,I M.Tech,71285,29
Alice,I M.Sc(M),97315,27
Alice,B.Sc(Hons),27228,24
Charlie,B.Sc(Hons),26721,20
Eva,II M.Tech,72201,22
Eva,B.Sc(Hons),50008,20
Bob,B.Sc(Hons),83231,28
Alice,II M.Sc(M),78169,20
Alice,B.Sc(Hons),76355,27
David,I M.Sc(M),49167,28
Alice,I M.Tech,53964,28
David,II M.Tech,56397,24
Alice,II M.Tech,64023,29
Alice,I M.Tech,74683,29
Bob,II M.Sc(M),28225,23
Alice,II M.Tech,1184,21
Bob,II M.Tech,68468,30
Bob,II M.Sc(M),48901,22
Charlie,I M.Sc(M),23588,25
David,I M.Tech,10574,30
David,I M.Sc(M),39059,25
Eva,II M.Sc(M),6711,23
Bob,I M.Sc(M),6240,24
Eva,II M.Sc(M),94911,26
Alice,B.Sc(Hons),64936,22
Charlie,II M.Tech,49724,25
Alice,I M.Sc(M),15231,20
David,B.Sc(Hons),42326,28
David,B.Sc(Hons),91,22
Alice,I M.Sc(M),76693,28
Charlie,II M.Sc(M),40166,28
Bob,II M.Tech,36496,28
David,II M.Tech,75836,25
Bob,B.Sc(Hons),21145,26
Alice,I M.Sc(M),13923,24
Bob,II M.Sc(M),14816,29
Alice,I M.Sc(M),54270,25
David,I M.Sc(M),69835,20
Eva,II M.Tech,70368,24
Alice,I M.Tech,13437,25
David,B.Sc(Hons),93722,29
Alice,II M.Sc(M),75525,29
Alice,I M.Sc(M),80435,26
Alice,II M.Sc(M),45253,29
Charlie,II M.Tech,69911,24
Charlie,B.Sc(Hons),99555,28
Alice,II M.Sc(M),94820,20
Eva,II M.Sc(M),70177,23
Charlie,II M.Sc(M),51273,25
David,B.Sc(Hons),78866,29
Bob,I M.Tech,33176,24
Bob,II M.Tech,44327,23
Eva,II M.Sc(M),34074,23
David,I M.Tech,57337,25
David,I M.Tech,25414,26
David,I M.Tech,79010,26
Charlie,I M.Sc(M),78394,23
Alice,I M.Tech,21136,22
Charlie,B.Sc(Hons),78410,22
Bob,II M.Tech,54388,25
Eva,II M.Sc(M),41503,29
David,B.Sc(Hons),34903,29
Bob,B.Sc(Hons),77109,28
Eva,B.Sc(Hons),18939,27
David,II M.Tech,55837,26
